lcd_id,lcd_version,meeting_id,meeting_date,"meeting_info",sort_order,last_updated
39679,3,1,2023-10-11 00:00:00,"<p>Teleconference</p>",1,2023-08-21 21:02:26.817000000
39685,5,1,2023-10-11 00:00:00,"<p>Teleconference</p>",1,2023-08-21 23:50:39.670000000
39687,5,1,2023-10-11 00:00:00,"<p>Teleconference</p>",1,2023-08-21 23:57:19.543000000
39708,2,1,2023-10-25 00:00:00,"<p>J5 and J8 via teleconference</p>",1,2023-09-19 20:44:44.040000000
39708,2,2,2023-10-26 00:00:00,"<p>J5 and J8 via teleconference</p>",2,2023-09-19 20:44:44.043000000
39710,2,1,2023-10-25 00:00:00,"<p>J5 and J8 via teleconference</p>",1,2023-09-20 12:56:31.117000000
39710,2,2,2023-10-26 00:00:00,"<p>J5 and J8 via teleconference</p>",2,2023-09-20 12:56:31.120000000
39755,35,1,2024-05-16 00:00:00,"<p>Refer to the CGS website for more information.&nbsp;</p>",1,2024-04-15 17:00:37.240000000
39755,35,2,2024-05-16 00:00:00,"<p>Refer to the CGS website for more information.&nbsp;</p>",2,2024-04-15 17:00:37.240000000
39759,11,1,2024-05-16 00:00:00,"<p>Teleconference only</p>",1,2024-04-20 20:02:25.823000000
39763,8,1,2024-05-16 00:00:00,"<p>Teleconference only</p>",1,2024-04-20 20:03:07.490000000
39777,11,1,2024-02-22 00:00:00,"<p>Virtual Meeting<br />Registration:<span style=""line-height: 107%;""> </span><a href=""https://cvent.me/lMqY5r"" target=""_blank"" rel=""noopener"">https://cvent.me/lMqY5r</a><span style=""line-height: 107%;""> <br /></span>Time: 10 am ET<br />Phone Number: 1-866-901-6455<br />Access Code: 956-268-529<br /><span style=""line-height: 107%;""><br /></span></p>",1,2024-01-11 21:43:23.277000000
39796,5,1,2024-04-11 00:00:00,"<p>Web Conference</p>",1,2024-03-22 15:27:27.970000000
39800,7,1,2024-06-20 00:00:00,"<p>Virtual meeting:</p>
<p>11:00 am - 1:00 pm CT</p>
<p>12:00 pm - 2:00 pm ET</p>
<p>&nbsp;</p>",1,2024-05-21 10:06:01.503000000
39801,4,1,2024-05-16 00:00:00,"<p>Please refer to CGS's website for information.&nbsp;</p>",1,2024-04-08 19:09:09.517000000
39801,4,2,2024-05-16 00:00:00,"<p>Please refer to CGS's website for information.&nbsp;</p>",2,2024-04-08 19:09:09.520000000
39805,16,1,2024-05-29 00:00:00,"<p>Web Conference</p>",1,2024-04-19 13:09:50.790000000
39809,4,1,2024-04-18 00:00:00,"<p>Teleconference only</p>",1,2024-03-21 16:57:14.617000000
39811,4,1,2024-04-18 00:00:00,"<p>Teleconference Only</p>",1,2024-03-21 17:01:07.070000000
39820,11,1,2024-06-18 00:00:00,"<p>Please refer to the CGS website for more information.&nbsp;</p>",1,2024-05-20 16:28:25.773000000
39820,11,2,2024-06-18 00:00:00,"<p>Please refer to the CGS website for more information.&nbsp;</p>",2,2024-05-20 16:28:25.773000000
39823,11,1,2024-05-24 00:00:00,"<p><strong>The open meeting is a meeting for MAC JH and JL.</strong></p>
<p><strong>Location of Meeting:</strong> <br />Teleconference/Webinar Only</p>
<p><strong>Time of Meeting:</strong> <br />10am ET</p>
<p><strong>Link to MAC Website:</strong> <br /><strong>JH</strong> - <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708</a> <br /><strong>JL</strong> - &nbsp;<a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707</a></p>",1,2024-04-19 18:36:12.500000000
39826,5,1,2024-06-18 00:00:00,"<p>Virtual Meeting:</p>
<p><span class=""ui-provider dz bdq bdr bds bdt bdu bdv bdw bdx bdy bdz bea beb bec bed bee bef beg beh bei bej bek bel bem ben beo bep beq ber bes bet beu bev bew bex"" dir=""ltr"">11:00 a.m - 1:00 p.m. <u>CT</u><br />12:00 p.m.- 2:00 p.m. <u>ET</u></span></p>",1,2024-05-21 10:43:07.120000000
39827,4,1,2024-05-16 00:00:00,"<p>Virtual Meeting:</p>
<p>2:00- 3:00 p.m. <abbr title=""central time"">CT</abbr><br />3:00- 4:00 p.m. <abbr title=""eastern time"">ET</abbr></p>",1,2024-04-16 17:54:53.997000000
39831,13,1,2024-06-18 00:00:00,"<p>Virtual Meeting:</p>
<p>11:00 a.m - 1:00 p.m. <abbr title=""central time"">CT</abbr><br />12:00 p.m.- 2:00 p.m. <abbr title=""eastern time"">EDT</abbr></p>",1,2024-05-21 11:04:14.613000000
39831,13,2,2023-10-19 00:00:00,"<p>&nbsp;Multi-jurisdictional CAC Meeting, hosted by NGS.</p>
<p>&nbsp;<a href=""https://www.ngsmedicare.com/documents/d/ngs/cac-recording-10-19-23-1"">Recording</a></p>
<p><a href=""https://www.ngsmedicare.com/documents/d/ngs/2549_1023_botulinum_toxins_rev_508-1"">Transcript</a></p>",2,2024-05-21 11:04:14.620000000
39835,10,1,2024-06-17 00:00:00,"<p>Web Conference</p>",1,2024-05-20 14:26:27.030000000
39835,10,2,2023-10-19 00:00:00,"<p>Web Conference</p>",2,2024-05-20 14:26:27.033000000
39839,9,1,2024-06-18 00:00:00,"<p>This policy will be presented at the June 18, 2024, open meeting.</p>",1,2024-05-23 12:49:19.660000000
39843,4,1,2024-06-17 00:00:00,"<p>Web Conference</p>",1,2024-05-20 14:27:03.710000000
39843,4,2,2023-01-05 00:00:00,"<p>Web Conference</p>",2,2024-05-20 14:27:03.710000000
39844,5,1,2024-06-27 00:00:00,"<p>Teleconference Only</p>",1,2024-05-22 13:32:47.610000000
39845,5,1,2024-06-27 00:00:00,"<p>Teleconference Only</p>",1,2024-05-22 13:33:09.667000000
39848,4,1,2024-06-17 00:00:00,"<p><span style=""line-height: 115%;"">Via Teams: Web Conference </span></p>",1,2024-05-20 14:27:28.957000000
39850,13,1,2024-06-17 00:00:00,"<p>Web Conference</p>",1,2024-05-20 14:28:24.537000000
39850,13,2,2023-05-25 00:00:00,"<p>Multi-Jurisdictional</p>
<p>Web Conference</p>",2,2024-05-20 14:28:24.547000000
39852,3,1,2024-06-17 00:00:00,"<p>Via Teams: Web Conference</p>",1,2024-05-20 14:27:53.267000000
39856,3,1,2024-06-18 00:00:00,"<p>This policy will be presented at the June 18, 2024 open meeting.</p>",1,2024-05-23 12:33:41.500000000
39858,4,1,2024-06-27 00:00:00,"<p>Virtual Meeting</p>",1,2024-05-23 22:41:27.777000000
39859,4,1,2024-06-27 00:00:00,"<p>Virtual Meeting</p>",1,2024-05-23 22:48:20.270000000
39862,6,1,2024-06-20 00:00:00,"<p>Virtual Teleconference</p>
<p>11:00 a.m.-1:00 p.m. CT</p>
<p>12:00 p.m.-2:00 p.m. ET</p>",1,2024-05-23 14:19:26.020000000
39862,6,2,2023-05-25 00:00:00,"<p>Non-Invasive Technology for Coronary Artery Plaque Analysis - Multijurisdictional CAC<br />Hosted by CGS.</p>
<p><a title=""Go to External Site"" href=""https://cgsmedicare.com/partb/medicalpolicy/cac_videos/05-25-23_coronary_artery_plaque.html"" target=""_blank"" rel=""noopener"">Recording</a> and <a href=""https://www.ngsmedicare.com/documents/d/ngs/2076_0723_j15_open_draft_discussion_05-25-23-pdf"" target=""_blank"" rel=""noopener"">Transcript</a></p>",2,2024-05-23 14:19:26.023000000
39864,2,1,2024-05-22 00:00:00,"<p>J5 and J8 via teleconference</p>",1,2024-04-16 12:46:43.337000000
39864,2,2,2024-05-22 00:00:00,"<p>J5 &amp; J8 via teleconference</p>",2,2024-04-16 12:46:43.340000000
39870,4,1,2024-05-23 00:00:00,"<p><strong>The open meeting is a meeting for MAC JN.</strong></p>
<p><strong>Location of Meeting:</strong> <br />Teleconference/Webinar Only</p>
<p><strong>Time of Meeting:</strong> <br />1PM ET</p>
<p><strong>Link to MAC Website:</strong> <br /><strong>JN </strong>-<strong> <a href=""https://medicare.fcso.com/Open_Public_Meeting/0458851.asp"" target=""_blank"" rel=""noopener"">https://medicare.fcso.com/Open_Public_Meeting/0458851.asp </a></strong></p>",1,2024-04-19 18:36:59.743000000
39873,7,1,2024-07-18 00:00:00,"<p>Virtual Meeting</p>
<p>11:00 am-1:00pm CT</p>
<p>12:00pm -2:00pm ET</p>",1,2024-06-19 15:56:17.580000000
39876,31,1,2024-06-20 00:00:00,"<p style=""line-height: normal;""><strong>The open meeting is a meeting for MAC JN.</strong></p>
<p style=""line-height: normal;""><strong>Location of Meeting:</strong><br />Teleconference/Webinar Only</p>
<p style=""line-height: normal;""><strong>Time of Meeting:</strong><br />1PM ET</p>
<p style=""line-height: normal;""><strong>Link to JN website:</strong><br /><a href=""https://medicare.fcso.com/Open_Public_Meeting/0458851.asp"" target=""_blank"" rel=""noopener"">https://medicare.fcso.com/Open_Public_Meeting/0458851.asp </a></p>",1,2024-05-31 13:47:18.150000000
39876,31,2,2021-05-12 00:00:00,"<p style=""line-height: normal;"">The meeting was held via webinar. A multi-MAC Contractor Committee (CAC) Advisory Meeting was hosted by Noridian and included Noridian Healthcare Solutions, CGS Administrators, National Government Services, Novitas Solutions and First Coast, Palmetto GBA and Wisconsin Physician Services on May 12, 2021. The transcript and audio for this meeting is posted to each MAC&rsquo;s website. Feedback from the subject matter experts is included through the evidence summary.</p>",2,2024-05-31 13:47:18.157000000
39878,15,1,2024-06-21 00:00:00,"<p><strong>The open meeting is a meeting for MAC JH and JL.</strong></p>
<p><strong>Location of Meeting:</strong><br />Teleconference/Webinar Only</p>
<p><strong>Time of Meeting:</strong><br />10:00 am ET<br />9:00 am CT<br />8:00 am MT</p>
<p><strong>Link to MAC Website:</strong><br />JH - <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708</a><br />JL&nbsp; - <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707</a></p>",1,2024-05-31 13:45:39.640000000
39878,15,2,2021-05-12 00:00:00,"<p>The meeting was held via webinar. A multi-MAC Contractor Committee (CAC) Advisory Meeting was hosted by Noridian and included Noridian Healthcare Solutions, CGS Administrators, National Government Services, Novitas Solutions and First Coast, Palmetto GBA and Wisconsin Physician Services on May 12, 2021. The transcript and audio for this meeting is posted to each MAC&rsquo;s website. Feedback from the subject matter experts is included through the evidence summary.</p>",2,2024-05-31 13:45:39.643000000
39880,11,1,2024-06-27 00:00:00,"<p>Teleconference only</p>",1,2024-05-23 21:53:00.487000000
39882,8,1,2024-06-27 00:00:00,"<p>Teleconference only.</p>",1,2024-05-23 21:53:35.733000000
39903,8,1,2024-07-18 00:00:00,"<p>Virtual Meeting:<br /><span class=""ui-provider dz bdq bdr bds bdt bdu bdv bdw bdx bdy bdz bea beb bec bed bee bef beg beh bei bej bek bel bem ben beo bep beq ber bes bet beu bev bew bex"" dir=""ltr"">11:00 a.m - 1:00 p.m. <u>CT</u><br />12:00 p.m.- 2:00 p.m. <u>EDT</u></span></p>",1,2024-06-20 20:20:10.783000000
39904,2,1,2024-06-26 00:00:00,"<p>J5 and J8</p>",1,2024-05-21 14:38:07.003000000
39904,2,2,2024-06-27 00:00:00,"<p>J5 &amp; J8 Teleconference</p>",2,2024-05-21 14:38:07.010000000
39906,2,1,2024-06-26 00:00:00,"<p>J5 and J8</p>",1,2024-05-21 15:07:52.593000000
39906,2,2,2024-06-27 00:00:00,"<p>J5</p>",2,2024-05-21 15:07:52.597000000
39906,2,3,2024-06-27 00:00:00,"<p>J8</p>",3,2024-05-21 15:07:52.600000000
39908,2,1,2024-06-26 00:00:00,"<p>J5 and J8</p>",1,2024-05-21 16:44:27.297000000
39908,2,2,2024-06-27 00:00:00,"<p>J5</p>",2,2024-05-21 16:44:27.300000000
39908,2,3,2024-06-27 00:00:00,"<p>J8</p>",3,2024-05-21 16:44:27.303000000
39910,2,1,2024-06-26 00:00:00,"<p>J5 and J8 Teleconference</p>",1,2024-05-21 17:10:55.313000000
39910,2,2,2024-06-27 00:00:00,"<p>J5 &amp; J8</p>",2,2024-05-21 17:10:55.317000000
39912,3,1,2024-06-26 00:00:00,"<p>J5 and J8 via teleconference</p>",1,2024-05-21 17:43:46.903000000
39912,3,2,2024-06-27 00:00:00,"<p>J5 &amp; J8 via teleconference</p>",2,2024-05-21 17:43:46.907000000
39914,3,1,2024-06-26 00:00:00,"<p>J5 and J8 Teleconference</p>",1,2024-05-30 14:11:22.883000000
39914,3,2,2024-06-27 00:00:00,"<p>J5 &amp; J8</p>",2,2024-05-30 14:11:22.913000000
39915,5,1,2024-10-07 00:00:00,"<p>Web Conference</p>",1,2024-08-23 15:01:37.820000000
39918,3,1,2024-09-09 00:00:00,"<p>Teleconference</p>",1,2024-07-23 15:17:43.383000000
39922,5,1,2024-09-13 00:00:00,"<p>Teleconference only</p>",1,2024-07-23 13:54:52.207000000
39926,5,1,2024-09-13 00:00:00,"<p>Teleconference only</p>",1,2024-07-23 13:55:24.570000000
39928,5,1,2024-10-07 00:00:00,"<p>Web Conference</p>",1,2024-08-23 14:59:37.893000000
39931,4,1,2024-10-07 00:00:00,"<p>Web Conference</p>",1,2024-08-23 15:00:19.240000000
39932,4,1,2024-10-07 00:00:00,"<p>Teleconference</p>",1,2024-08-19 17:38:11.190000000
39934,4,1,2024-10-07 00:00:00,"<p>Teleconference</p>",1,2024-08-19 17:37:16.827000000
39937,4,1,2024-10-29 00:00:00,"<p><em>Norton Women's &amp; Children's Hospital</em><br />Medical Plaza 1<br />Ground Floor, LLD Conference Room<br />3999 Dutchmans Lane<br />Louisville, KY 40207</p>",1,2024-09-30 13:09:02.663000000
39937,4,2,2024-10-30 00:00:00,"<p><em>OSU Wexler Medical Center</em><br />Biomedical Research Tower<br />460 W 12th Ave<br />Room 105 &ndash; 1st Floor<br />Columbus, OH 43210</p>",2,2024-09-30 13:09:02.667000000
39939,3,1,2024-10-29 00:00:00,"<p><em>Norton Women's &amp; Children's Hospital</em><br />Medical Plaza 1<br />Ground Floor, LLD Conference Room<br />3999 Dutchmans Lane<br />Louisville, KY 40207</p>",1,2024-09-30 12:48:11.220000000
39939,3,2,2024-10-30 00:00:00,"<p><em>OSU Wexler Medical Center</em><br />Biomedical Research Tower<br />460 W 12th Ave<br />Room 105 &ndash; 1st Floor<br />Columbus, OH 43210</p>",2,2024-09-30 12:48:11.223000000
39941,7,1,2024-10-07 00:00:00,"<p>Teleconference</p>",1,2024-08-23 15:00:59.570000000
39943,4,1,2024-10-10 00:00:00,"<p>Teleconference only</p>",1,2024-08-19 14:59:16.447000000
39945,5,1,2024-10-10 00:00:00,"<p>Teleconference only</p>",1,2024-08-19 14:59:55.140000000
39947,3,1,2024-10-10 00:00:00,"<p>Teleconference only</p>",1,2024-08-19 15:04:34.273000000
39949,3,1,2024-10-10 00:00:00,"<p>Teleconference only</p>",1,2024-08-19 15:05:03.363000000
39955,5,1,2024-10-07 00:00:00,"<p>Web Conference</p>",1,2024-08-23 15:02:23.280000000
39957,4,1,2024-10-29 00:00:00,"<p><em>Norton Women's &amp; Children's Hospital</em><br />Medical Plaza 1<br />Ground Floor, LLD Conference Room<br />3999 Dutchmans Lane<br />Louisville, KY 40207</p>",1,2024-10-03 11:09:06.277000000
39957,4,2,2024-10-30 00:00:00,"<p><em>OSU Wexler Medical Center</em><br />Biomedical Research Tower<br />460 W 12th Ave<br />Room 105 &ndash; 1st Floor<br />Columbus, OH 43210</p>",2,2024-10-03 11:09:06.280000000
39959,4,1,2024-10-07 00:00:00,"<p>Teleconference only</p>",1,2024-08-21 12:37:31.303000000
39961,4,1,2024-10-07 00:00:00,"<p>Teleconference only</p>",1,2024-08-21 12:38:22.423000000
39963,6,1,2024-10-24 00:00:00,"<p>Virtual Meeting</p>
<p>11:00 am-1:00pm CT</p>
<p>12:00pm -2:00pm ET</p>",1,2024-09-23 12:14:07.033000000
39978,7,1,2024-10-24 00:00:00,"<p>Virtual Meeting</p>
<p>11:00 am-1:00pm CT</p>
<p>12:00pm -2:00pm ET</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",1,2024-09-25 15:17:39.433000000
39983,8,1,2024-09-13 00:00:00,"<p><strong>The open meeting is a meeting for MAC JH and JL. </strong></p>
<p><strong>Location of Meeting:</strong> <br />Teleconference/Webinar Only</p>
<p><strong>Time of Meeting:</strong> <br />10am ET</p>
<p><strong>Link to MAC Website:</strong> <br /><strong>JH </strong>- <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708</a> <br /><strong>JL </strong>- <a href=""http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707"" target=""_blank"" rel=""noopener"">http://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707</a></p>",1,2024-08-22 15:51:15.507000000
39986,2,1,2024-10-16 00:00:00,"<p>J5 and J8 Teleconference</p>",1,2024-08-21 16:53:43.323000000
39986,2,2,2024-10-17 00:00:00,"<p>J5 Teleconference</p>",2,2024-08-21 16:53:43.327000000
39986,2,3,2024-10-17 00:00:00,"<p>J8 Teleconference</p>",3,2024-08-21 16:53:43.333000000
39988,2,1,2024-10-16 00:00:00,"<p>J5 and J8&nbsp;Teleconference</p>",1,2024-08-21 17:11:28.053000000
39988,2,2,2024-10-17 00:00:00,"<p>J5, J8 Teleconference&nbsp;</p>",2,2024-08-21 17:11:28.063000000
39996,7,1,2024-09-12 00:00:00,"<p><strong>The open meeting is a meeting for MAC JN. </strong></p>
<p><strong>Location of Meeting:</strong> <br />Teleconference/Webinar Only</p>
<p><strong>Time of Meeting:</strong> <br />1PM ET</p>
<p><strong>Link to JN website:</strong> <br /><a href=""https://medicare.fcso.com/Open_Public_Meeting/0458851.asp"" target=""_blank"" rel=""noopener"">https://medicare.fcso.com/Open_Public_Meeting/0458851.asp</a></p>",1,2024-08-22 15:52:33.970000000
39999,3,1,2024-10-29 00:00:00,"<p><em>Norton Women's &amp; Children's Hospital</em><br />Medical Plaza 1<br />Ground Floor, LLD Conference Room<br />3999 Dutchmans Lane<br />Louisville, KY 40207</p>",1,2024-09-30 15:05:11.393000000
39999,3,2,2024-10-30 00:00:00,"<p><em>OSU Wexler Medical Center</em><br />Biomedical Research Tower<br />460 W 12th Ave<br />Room 105 &ndash; 1st Floor<br />Columbus, OH 43210</p>",2,2024-09-30 15:05:11.400000000
40001,4,1,2024-10-29 00:00:00,"<p>Norton Women's &amp; Children's Hospital<br />Medical Plaza 1<br />Ground Floor, LLD Conference Room<br />3999 Dutchmans Lane<br />Louisville, KY 40207&nbsp;</p>",1,2024-09-30 15:12:25.030000000
40001,4,2,2024-10-30 00:00:00,"<p>OSU Wexler Medical Center<br />Biomedical Research Tower<br />460 W 12th Ave<br />Room 105 &ndash; 1st Floor<br />Columbus, OH 43210</p>",2,2024-09-30 15:12:25.033000000
40003,3,1,2024-10-24 00:00:00,"<p>Virtual Meeting</p>
<p>11:00 am-1:00pm CT</p>
<p>12:00pm -2:00pm ET</p>",1,2024-09-24 18:15:13.880000000
40016,43,1,2024-10-25 00:00:00,"<p><strong>The open meeting is a meeting for MAC JH JL.</strong></p>
<p><strong>Location of Meeting:<br /></strong>Teleconference/Webinar Only</p>
<p><strong>Time of Meeting:<br /></strong>10:00 am ET<br />9:00 am CT<br />8:00 am MT</p>
<p><strong>Link to MAC Website:</strong><br />JL - <a href=""https://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707"" target=""_blank"" rel=""noopener"">https://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00007707</a><br />JH - <a href=""https://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708"" target=""_blank"" rel=""noopener"">https://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00007708</a></p>",1,2024-10-04 15:27:00.823000000
40016,43,2,2023-10-19 00:00:00,"<p>The meeting was held via webinar. A multi-MAC Contractor Committee (CAC) Advisory Meeting was hosted by National Government Services (NGS) and included Noridian, Novitas Solutions, First Coast, Wisconsin Physician Services, Palmetto GBA, and CGS. The transcript and audio for this meeting is posted to each MAC&rsquo;s website. Feedback from the subject matter experts is included through the evidence summary.</p>
<p><strong>Link to MAC Website:</strong></p>
<p>JL - <a href=""https://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00234706"" target=""_blank"" rel=""noopener"">https://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00234706</a><br />JH - <a href=""https://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00234706"" target=""_blank"" rel=""noopener"">https://www.novitas-solutions.com/webcenter/portal/MedicareJH/pagebyid?contentId=00234706</a></p>",2,2024-10-04 15:27:00.837000000
40021,2,1,2024-10-23 00:00:00,"<p>J5 and J8 Teleconference</p>",1,2024-10-03 12:04:15.780000000
40021,2,2,2024-10-24 00:00:00,"<p>J5</p>",2,2024-10-03 12:04:15.783000000
40021,2,3,2024-10-24 00:00:00,"<p>J8</p>",3,2024-10-03 12:04:15.787000000
40025,8,1,2024-10-24 00:00:00,"<p><strong>The open meeting is a meeting for MAC JN.</strong></p>
<p><strong>Location of Meeting:</strong><br />Teleconference/Webinar Only<br /><br /><strong>Time of Meeting:</strong><br />1PM ET<br /><br /><strong>Link to MAC Website:</strong><br />JN - <a href=""https://medicare.fcso.com/Open_Public_Meeting/0458851.asp"" target=""_blank"" rel=""noopener"">https://medicare.fcso.com/Open_Public_Meeting/0458851.asp</a></p>",1,2024-10-04 15:28:14.503000000
40025,8,2,2023-10-19 00:00:00,"<p style=""line-height: 18.0pt;""><span style=""background: white;"">The meeting was held via webinar. A multi-MAC Contractor Committee (CAC) Advisory Meeting was hosted by </span><span style=""background: white;"">National Government Services (NGS) and included </span></p>
<p style=""line-height: 18.0pt;""><span style=""background: white;""> Noridian, Novitas Solutions, First Coast, Wisconsin Physician Services, Palmetto GBA, and CGS. </span><span style=""background: white;"">The transcript and audio for this meeting is posted to each MAC&rsquo;s website. Feedback from the subject matter experts is included through the evidence summary.</span></p>
<p style=""line-height: 18.0pt;""><strong>Link to MAC Website:</strong></p>
<p><a href=""https://medicare.fcso.com/cac/0469491.asp"" target=""_blank"" rel=""noopener"">https://medicare.fcso.com/cac/0469491.asp</a></p>",2,2024-10-04 15:28:14.507000000
40031,3,1,2025-03-10 00:00:00,"<p>Web Conference</p>",1,2025-01-31 15:46:27.287000000
40037,4,1,2025-03-10 00:00:00,"<p>Web Conference</p>",1,2025-01-31 15:44:59.133000000
40045,5,1,2025-03-10 00:00:00,"<p>Web Conference</p>",1,2025-01-31 15:45:53.540000000
40047,6,1,2025-03-13 00:00:00,"<p>Virtual Teleconference</p>
<p>11:00 a.m.-1:00 p.m. CT</p>
<p>12:00 p.m.-2:00 p.m. ET</p>",1,2025-02-07 16:31:04.477000000
40049,3,1,2025-03-06 00:00:00,"<p>1:00 PM CT&nbsp;</p>
<p>Teleconference Only</p>",1,2025-01-31 12:36:36.740000000
40051,4,1,2025-03-06 00:00:00,"<p>1:00 PM CT</p>
<p>Teleconference Only</p>",1,2025-01-31 12:37:18.733000000
40055,3,1,2025-02-25 00:00:00,"<p>This policy will be discussed during the open meeting on February 25, 2025.</p>",1,2025-01-31 12:20:02.853000000
40167,12,1,2024-10-17 00:00:00,"<p>Multijurisdictional Contractor Advisory Committee Meeting</p>
<p><a href=""https://www.ngsmedicare.com/web/ngs/contractor-advisory-committee-cac?selectedArticleId=446297&amp;amp;lob=93617&amp;amp;state=97269&amp;amp;rgion=93624"">https://www.ngsmedicare.com/web/ngs/contractor-advisory-committee-cac?selectedArticleId=446297&amp;lob=93617&amp;state=97256&amp;rgion=93623</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>",1,2025-05-09 11:28:11.393000000
